SBD,Nam,Tinh,SBD_New,Toan,NguVan,VatLy,HoaHoc,SinhHoc,LichSu,DiaLy,GDCD,NgoaiNgu,MaMonNgoaiNgu,TongDiem,KhoiA,KhoiA1,KhoiB,KhoiC,KhoiD,KHTN,KHXH,KhoiA02,KhoiC01,KhoiD07,TongDiemKHTN,TongDiemKHXH
06005203,25,6,5203,,6.75,,,,8.25,8.75,,,,23.75,,,,23.75,,,,,,,,
06005204,25,6,5204,,7.0,,,,7.5,9.25,7.0,,,30.75,,,,23.75,,,7.92,,,,,
06005205,25,6,5205,6.6,,4.5,,,,,,6.4,N1,17.5,,17.5,,,,,,,,,,
06005206,25,6,5206,5.6,7.75,,,,6.0,9.25,7.75,,,36.35,,,,23.0,,,7.67,,,,,
06005208,25,6,5208,1.8,2.25,,,,3.75,3.5,,,,11.3,,,,9.5,,,,,,,,
06005209,25,6,5209,6.8,,7.5,7.0,,,,,,,21.3,21.3,,,,,,,,,,,
06005210,25,6,5210,,4.0,,,,4.25,3.75,,,,12.0,,,,12.0,,,,,,,,
06005211,25,6,5211,7.8,,6.75,6.25,,,,,,,20.8,20.8,,,,,,,,,,,
06005212,25,6,5212,3.8,5.5,,,,6.25,7.25,7.25,2.8,N1,32.85,,,,19.0,12.1,,6.92,,,,,32.85
06005213,25,6,5213,,8.5,,,,8.0,9.75,9.25,,,35.5,,,,26.25,,,9.0,,,,,
06005214,25,6,5214,,7.0,,,,8.5,,9.25,,,24.75,,,,,,,,,,,,
06005215,25,6,5215,,8.25,,,,6.5,8.25,,,,23.0,,,,23.0,,,,,,,,
06005216,25,6,5216,6.6,,6.25,5.0,,,,,,,17.85,17.85,,,,,,,,,,,
06005218,25,6,5218,,7.0,,,,4.0,7.0,7.25,,,25.25,,,,18.0,,,6.08,,,,,
06005219,25,6,5219,,5.5,,,,5.5,6.25,,,,17.25,,,,17.25,,,,,,,,
06005220,25,6,5220,8.8,7.0,9.0,,,,,,8.2,N1,33.0,,26.0,,,24.0,,,,24.8,,,
06005222,25,6,5222,,7.5,,,,9.75,10.0,,,,27.25,,,,27.25,,,,,,,,
06005223,25,6,5223,3.2,2.25,,,,3.25,5.0,7.5,1.2,N1,22.4,,,,10.5,6.65,,5.25,,,,,22.4
06005224,25,6,5224,,6.5,,,,5.0,6.75,,,,18.25,,,,18.25,,,,,,,,
06005225,25,6,5225,,6.75,,,,3.5,4.75,,,,15.0,,,,15.0,,,,,,,,
06005226,25,6,5226,9.0,7.25,8.0,5.75,,,,,2.4,N1,32.4,22.75,19.4,,,18.65,,,,24.25,17.15,,
06005227,25,6,5227,,7.0,,,,5.25,7.0,,,,19.25,,,,19.25,,,,,,,,
06005228,25,6,5228,7.0,7.25,,,,,,,8.4,N1,22.65,,,,,22.65,,,,,,,
06005229,25,6,5229,5.8,4.0,,,,,,,5.0,N1,14.8,,,,,14.8,,,,,,,
06005230,25,6,5230,2.2,3.5,,,,2.5,4.25,,,,12.45,,,,10.25,,,,,,,,
06005231,25,6,5231,1.4,4.5,,,,4.5,5.5,,,,15.9,,,,14.5,,,,,,,,
06005232,25,6,5232,,7.0,,,,9.25,9.25,,,,25.5,,,,25.5,,,,,,,,
06005233,25,6,5233,7.8,5.75,,,,9.0,,,,,22.55,,,,,,,,,,,,
06005234,25,6,5234,7.4,,5.5,,,,,,5.6,N1,18.5,,18.5,,,,,,,,,,
06005235,25,6,5235,2.2,3.25,1.5,4.0,4.25,,,,2.6,N1,17.8,7.7,6.3,10.45,,8.05,3.25,,7.95,6.95,8.8,17.8,
06005236,25,6,5236,2.0,1.25,,,,3.0,3.5,3.75,2.6,N1,16.1,,,,7.75,5.85,,3.42,,,,,16.1
06005237,25,6,5237,,7.25,,,,8.5,8.5,,,,24.25,,,,24.25,,,,,,,,
06005238,25,6,5238,6.4,,4.5,5.5,,,,,,,16.4,16.4,,,,,,,,,,,
06005239,25,6,5239,,4.5,,,,9.0,8.5,,,,22.0,,,,22.0,,,,,,,,
06005240,25,6,5240,,3.5,,,,6.25,8.25,,,,18.0,,,,18.0,,,,,,,,
06005241,25,6,5241,,4.0,,,,5.0,3.75,,,,12.75,,,,12.75,,,,,,,,
06005242,25,6,5242,9.2,,6.5,7.5,,,,,,,23.2,23.2,,,,,,,,,,,
06005243,25,6,5243,,7.0,,,,7.5,6.25,,,,20.75,,,,20.75,,,,,,,,
06005244,25,6,5244,,7.0,,,,8.0,8.0,,,,23.0,,,,23.0,,,,,,,,
06005245,25,6,5245,6.6,,6.75,7.0,,,,,,,20.35,20.35,,,,,,,,,,,
06005246,25,6,5246,5.0,7.25,,,,6.0,,,,,18.25,,,,,,,,,,,,
06005247,25,6,5247,6.4,6.0,,,,,7.5,,,,19.9,,,,,,,,,,,,
06005248,25,6,5248,4.6,6.75,,,,5.75,7.75,8.5,,,33.35,,,,20.25,,,7.33,,,,,
06005249,25,6,5249,,7.25,,,,6.75,8.75,8.75,,,31.5,,,,22.75,,,8.08,,,,,
06005250,25,6,5250,,7.25,,,,8.0,7.75,9.5,,,32.5,,,,23.0,,,8.42,,,,,
06005251,25,6,5251,3.8,1.5,,,,3.5,6.25,,,,15.05,,,,11.25,,,,,,,,
06005252,25,6,5252,,5.25,,,,5.0,7.25,,,,17.5,,,,17.5,,,,,,,,
06005253,25,6,5253,8.0,,6.25,6.75,,,,,,,21.0,21.0,,,,,,,,,,,
06005254,25,6,5254,,4.0,,,,8.0,8.5,,,,20.5,,,,20.5,,,,,,,,
06005255,25,6,5255,,2.75,,,,3.25,5.0,,,,11.0,,,,11.0,,,,,,,,
06005257,25,6,5257,,6.25,,,,7.0,7.75,,,,21.0,,,,21.0,,,,,,,,
06005258,25,6,5258,,2.75,,,,5.5,7.25,,,,15.5,,,,15.5,,,,,,,,
06005259,25,6,5259,,3.5,,,,6.75,6.75,,,,17.0,,,,17.0,,,,,,,,
06005260,25,6,5260,3.0,5.5,,,,4.75,7.25,8.0,3.4,N1,31.9,,,,17.5,11.9,,6.67,,,,,31.9
06005261,25,6,5261,,8.0,,,,7.25,7.75,,,,23.0,,,,23.0,,,,,,,,
06005262,25,6,5262,4.4,,3.5,5.5,,,,,,,13.4,13.4,,,,,,,,,,,
06005263,25,6,5263,,5.25,,,,3.25,4.25,,,,12.75,,,,12.75,,,,,,,,
06005264,25,6,5264,7.4,8.5,,,,,,,9.6,N4,25.5,,,,,25.5,,,,,,,
06005265,25,6,5265,,7.25,,,,6.5,9.0,9.25,,,32.0,,,,22.75,,,8.25,,,,,
06005267,25,6,5267,,6.25,,,,9.75,9.5,,,,25.5,,,,25.5,,,,,,,,
06005268,25,6,5268,4.8,6.0,,,,,,7.75,3.4,N1,21.95,,,,,14.2,,,,,,,
06005269,25,6,5269,,8.0,,,,8.75,9.0,,,,25.75,,,,25.75,,,,,,,,
06005270,25,6,5270,7.6,9.0,,,,,,,6.0,N1,22.6,,,,,22.6,,,,,,,
06005271,25,6,5271,,4.5,,,,6.75,6.0,7.25,,,24.5,,,,17.25,,,6.67,,,,,
06005272,25,6,5272,,8.0,,,,,,,,,8.0,,,,,,,,,,,,
06005273,25,6,5273,,5.0,,,,4.5,5.25,,,,14.75,,,,14.75,,,,,,,,
06005274,25,6,5274,,3.0,,,,4.0,4.0,,,,11.0,,,,11.0,,,,,,,,
06005275,25,6,5275,,4.5,,,,7.0,8.25,,,,19.75,,,,19.75,,,,,,,,
06005276,25,6,5276,5.8,4.75,,,,6.0,7.0,7.5,,,31.05,,,,17.75,,,6.83,,,,,
06005277,25,6,5277,6.2,,5.25,4.0,,,,,,,15.45,15.45,,,,,,,,,,,
06005278,25,6,5278,,5.75,,,,7.25,9.75,,,,22.75,,,,22.75,,,,,,,,
06005279,25,6,5279,,3.75,,,,7.0,6.75,,,,17.5,,,,17.5,,,,,,,,
06005280,25,6,5280,,6.75,,,,6.75,8.0,,,,21.5,,,,21.5,,,,,,,,
06005281,25,6,5281,7.8,,5.25,4.75,,,,,,,17.8,17.8,,,,,,,,,,,
06005282,25,6,5282,,6.0,,,,6.5,8.25,,,,20.75,,,,20.75,,,,,,,,
06005283,25,6,5283,,7.0,,,,7.25,8.75,8.0,,,31.0,,,,23.0,,,8.0,,,,,
06005284,25,6,5284,6.6,,,5.0,6.5,,,,,,18.1,,,18.1,,,,,,,,,
06005285,25,6,5285,7.4,8.75,,,,8.25,,,4.2,N1,28.6,,,,,20.35,,,,,,,
06005286,25,6,5286,7.6,,,5.25,5.25,,,,,,18.1,,,18.1,,,,,,,,,
06005288,25,6,5288,,7.0,,,,5.0,6.25,,,,18.25,,,,18.25,,,,,,,,
06005289,25,6,5289,6.4,6.75,,,,,,,5.6,N1,18.75,,,,,18.75,,,,,,,
06005290,25,6,5290,7.6,7.0,,,,6.5,,,5.4,N1,26.5,,,,,20.0,,,,,,,
06005291,25,6,5291,,9.0,,,,7.5,9.25,,3.4,N1,29.15,,,,25.75,,,,,,,,
06005292,25,6,5292,6.2,7.25,,,,,,,5.2,N1,18.65,,,,,18.65,,,,,,,
06005293,25,6,5293,8.2,7.5,,,,9.0,,,3.2,N1,27.9,,,,,18.9,,,,,,,
06005294,25,6,5294,,6.25,,,,6.5,7.25,,,,20.0,,,,20.0,,,,,,,,
06005295,25,6,5295,,4.0,,,,5.75,5.75,,,,15.5,,,,15.5,,,,,,,,
06005296,25,6,5296,6.6,8.0,,,,9.25,,,,,23.85,,,,,,,,,,,,
06005297,25,6,5297,3.8,2.75,,,,3.0,2.25,4.0,1.8,N1,17.6,,,,8.0,8.35,,3.08,,,,,17.6
06005298,25,6,5298,,4.75,,,,6.25,6.75,,,,17.75,,,,17.75,,,,,,,,
06005299,25,6,5299,,6.25,,,,10.0,9.25,,,,25.5,,,,25.5,,,,,,,,
06005300,25,6,5300,5.4,7.0,,,,,,,5.8,N1,18.2,,,,,18.2,,,,,,,
06005301,25,6,5301,4.4,,4.0,3.0,,,,,5.0,N1,16.4,11.4,13.4,,,,,,,,12.4,,
06005302,25,6,5302,3.6,6.5,,,,6.25,,,,,16.35,,,,,,,,,,,,
06005303,25,6,5303,3.2,,3.75,2.5,,,,,,,9.45,9.45,,,,,,,,,,,
06005304,25,6,5304,5.4,3.0,,,,4.5,6.25,5.75,3.0,N1,27.9,,,,13.75,11.4,,5.5,,,,,27.9
06005305,25,6,5305,7.0,,3.25,7.0,,,,,,,17.25,17.25,,,,,,,,,,,
06005307,25,6,5307,7.6,,7.0,8.0,,,,,,,22.6,22.6,,,,,,,,,,,
06005308,25,6,5308,,5.5,,,,5.25,7.0,,,,17.75,,,,17.75,,,,,,,,
06005309,25,6,5309,,5.5,,,,6.75,5.25,,,,17.5,,,,17.5,,,,,,,,
06005310,25,6,5310,,6.25,,,,,,,,,6.25,,,,,,,,,,,,
06005311,25,6,5311,,8.5,,,,9.75,9.5,,,,27.75,,,,27.75,,,,,,,,
06005313,25,6,5313,7.0,3.75,,,,,,,2.8,N1,13.55,,,,,13.55,,,,,,,
06005314,25,6,5314,,3.25,,,,5.75,8.0,,,,17.0,,,,17.0,,,,,,,,
06005315,25,6,5315,7.6,7.75,,,,,,,2.6,N1,17.95,,,,,17.95,,,,,,,
06005316,25,6,5316,,1.25,,,,5.25,7.25,,,,13.75,,,,13.75,,,,,,,,
06005317,25,6,5317,5.6,6.25,3.75,,,,,,4.4,N1,20.0,,13.75,,,16.25,,,,15.6,,,
06005318,25,6,5318,,5.5,,,,8.25,9.0,,,,22.75,,,,22.75,,,,,,,,
06005319,25,6,5319,,5.0,,,,8.25,8.75,,,,22.0,,,,22.0,,,,,,,,
06005320,25,6,5320,2.8,2.75,,,,,4.75,,2.2,N1,12.5,,,,,7.75,,,,,,,
06005321,25,6,5321,,2.5,,,,4.5,5.75,,,,12.75,,,,12.75,,,,,,,,
06005322,25,6,5322,5.4,7.5,,,,,,,5.0,N1,17.9,,,,,17.9,,,,,,,
06005323,25,6,5323,,5.75,,,,8.25,7.75,,,,21.75,,,,21.75,,,,,,,,
06005324,25,6,5324,,8.0,,,,8.75,8.5,,,,25.25,,,,25.25,,,,,,,,
06005325,25,6,5325,5.0,4.5,,,,6.0,6.5,7.75,,,29.75,,,,17.0,,,6.75,,,,,
06005326,25,6,5326,,4.25,,,,4.25,5.5,,,,14.0,,,,14.0,,,,,,,,
06005327,25,6,5327,8.0,,6.75,6.0,,,,,,,20.75,20.75,,,,,,,,,,,
06005328,25,6,5328,,5.0,,,,6.0,8.0,,,,19.0,,,,19.0,,,,,,,,
06005329,25,6,5329,,4.0,,,,6.25,6.75,,,,17.0,,,,17.0,,,,,,,,
06005330,25,6,5330,3.8,6.25,,,,,,,1.6,N1,11.65,,,,,11.65,,,,,,,
06005333,25,6,5333,,4.5,,,,4.5,7.0,,,,16.0,,,,16.0,,,,,,,,
06005334,25,6,5334,,7.0,,,,9.25,9.0,,,,25.25,,,,25.25,,,,,,,,
06005335,25,6,5335,7.6,6.0,5.25,,,,,,5.8,N1,24.65,,18.65,,,19.4,,,,18.85,,,
06005336,25,6,5336,,5.0,,,,9.25,9.0,,,,23.25,,,,23.25,,,,,,,,
06005337,25,6,5337,,4.5,,,,4.5,3.75,,,,12.75,,,,12.75,,,,,,,,
06005338,25,6,5338,,5.25,,,,5.75,8.5,,,,19.5,,,,19.5,,,,,,,,
06005339,25,6,5339,2.4,4.0,,,,2.75,4.75,5.5,2.8,N1,22.2,,,,11.5,9.2,,4.33,,,,,22.2
06005340,25,6,5340,3.4,7.0,,,,6.5,6.25,8.5,,,31.65,,,,19.75,,,7.08,,,,,
06005341,25,6,5341,6.6,,5.75,8.5,,,,,,,20.85,20.85,,,,,,,,,,,
06005342,25,6,5342,,3.75,,,,3.75,6.5,,,,14.0,,,,14.0,,,,,,,,
06005343,25,6,5343,3.4,2.75,,,,1.75,3.25,5.0,2.4,N1,18.55,,,,7.75,8.55,,3.33,,,,,18.55
06005344,25,6,5344,8.2,,7.75,7.25,,,,,,,23.2,23.2,,,,,,,,,,,
06005345,25,6,5345,2.2,4.5,,,,2.25,3.25,3.75,2.0,N1,17.95,,,,10.0,8.7,,3.08,,,,,17.95
06005349,25,6,5349,,7.0,,,,8.5,7.25,,,,22.75,,,,22.75,,,,,,,,
06005350,25,6,5350,,7.75,,,,9.25,9.5,,,,26.5,,,,26.5,,,,,,,,
06005351,25,6,5351,7.6,,7.5,6.25,,,,,,,21.35,21.35,,,,,,,,,,,
06005352,25,6,5352,5.2,7.0,,,,,,,3.4,N1,15.6,,,,,15.6,,,,,,,
06005353,25,6,5353,5.4,4.0,,,,,,,4.0,N1,13.4,,,,,13.4,,,,,,,
06005354,25,6,5354,6.6,5.5,,,,9.0,9.75,9.75,,,40.6,,,,24.25,,,9.5,,,,,
06005355,25,6,5355,,5.5,,,,5.75,8.5,,,,19.75,,,,19.75,,,,,,,,
06005356,25,6,5356,4.2,,4.0,2.0,,,,,,,10.2,10.2,,,,,,,,,,,
06005357,25,6,5357,2.6,4.25,2.0,2.5,3.5,,,,,,14.85,7.1,,8.6,,,2.67,,8.1,8.85,,,
06005358,25,6,5358,,7.5,,,,8.75,8.75,,,,25.0,,,,25.0,,,,,,,,
06005359,25,6,5359,2.6,2.25,,,,5.75,6.0,6.75,2.6,N1,25.95,,,,14.0,7.45,,6.17,,,,,25.95
06005360,25,6,5360,,4.0,,,,4.0,6.25,,,,14.25,,,,14.25,,,,,,,,
06005361,25,6,5361,2.2,3.0,,,,3.5,4.25,4.75,2.0,N1,19.7,,,,10.75,7.2,,4.17,,,,,19.7
06005363,25,6,5363,,4.5,,,,7.0,7.5,,,,19.0,,,,19.0,,,,,,,,
06005364,25,6,5364,,2.75,,,,3.0,4.25,,,,10.0,,,,10.0,,,,,,,,
06005365,25,6,5365,,6.75,,,,8.25,9.0,,,,24.0,,,,24.0,,,,,,,,
06005366,25,6,5366,,7.75,,,,8.75,8.5,,,,25.0,,,,25.0,,,,,,,,
06005367,25,6,5367,6.6,7.5,,,,,,,5.6,N1,19.7,,,,,19.7,,,,,,,
06005368,25,6,5368,6.8,4.25,,,,4.0,5.75,,,,20.8,,,,14.0,,,,,,,,
06005369,25,6,5369,,4.75,,,,4.25,7.25,,,,16.25,,,,16.25,,,,,,,,
06005370,25,6,5370,3.2,3.0,,,,4.75,4.5,4.0,2.8,N1,22.25,,,,12.25,9.0,,4.42,,,,,22.25
06005371,25,6,5371,,7.0,,,,8.75,,9.0,,,24.75,,,,,,,,,,,,
06005372,25,6,5372,,5.75,,,,9.25,8.5,,,,23.5,,,,23.5,,,,,,,,
06005374,25,6,5374,,6.5,,,,6.25,7.5,,,,20.25,,,,20.25,,,,,,,,
06005375,25,6,5375,3.2,,3.0,3.0,,,,,,,9.2,9.2,,,,,,,,,,,
06005377,25,6,5377,,6.0,,,,6.5,8.0,,,,20.5,,,,20.5,,,,,,,,
06005378,25,6,5378,2.6,7.0,,,,8.0,8.5,,,,26.1,,,,23.5,,,,,,,,
06005379,25,6,5379,,3.75,,,,3.75,5.5,,,,13.0,,,,13.0,,,,,,,,
06005380,25,6,5380,6.6,,4.5,,,,,,5.2,N1,16.3,,16.3,,,,,,,,,,
06005382,25,6,5382,8.2,,4.75,,,,,,5.6,N1,18.55,,18.55,,,,,,,,,,
06005383,25,6,5383,,6.75,,,,8.25,8.75,,,,23.75,,,,23.75,,,,,,,,
06005384,25,6,5384,,7.25,,,,9.25,9.25,,,,25.75,,,,25.75,,,,,,,,
06005385,25,6,5385,5.2,,,2.75,5.0,,,,,,12.95,,,12.95,,,,,,,,,
06005386,25,6,5386,,7.25,,,,7.5,7.75,,,,22.5,,,,22.5,,,,,,,,
06005387,25,6,5387,6.8,,5.0,6.5,,,,,,,18.3,18.3,,,,,,,,,,,
06005388,25,6,5388,,4.5,,,,6.25,6.25,,,,17.0,,,,17.0,,,,,,,,
06005389,25,6,5389,,4.0,,,,3.5,6.5,,,,14.0,,,,14.0,,,,,,,,
06005390,25,6,5390,7.6,,7.0,,,,,,7.0,N1,21.6,,21.6,,,,,,,,,,
06005391,25,6,5391,6.8,,3.75,3.25,5.5,,,,3.2,N1,22.5,13.8,13.75,15.55,,,4.17,,16.05,,13.25,,
06005392,25,6,5392,,7.0,,,,9.25,9.25,,,,25.5,,,,25.5,,,,,,,,
06005393,25,6,5393,7.8,8.5,,,,,,,2.8,N1,19.1,,,,,19.1,,,,,,,
06005394,25,6,5394,,8.0,,,,7.5,7.25,,,,22.75,,,,22.75,,,,,,,,
06005395,25,6,5395,,8.5,,,,8.0,8.75,,,,25.25,,,,25.25,,,,,,,,
06005396,25,6,5396,,5.5,,,,9.0,8.25,,,,22.75,,,,22.75,,,,,,,,
06005397,25,6,5397,4.2,6.5,,,,8.5,9.75,,,,28.95,,,,24.75,,,,,,,,
06005398,25,6,5398,6.8,8.0,,,,,,,4.2,N1,19.0,,,,,19.0,,,,,,,
06005399,25,6,5399,,3.5,,,,5.5,6.5,,,,15.5,,,,15.5,,,,,,,,
06005400,25,6,5400,7.8,8.5,,,,9.5,9.25,,,,35.05,,,,27.25,,,,,,,,
06005401,25,6,5401,6.4,9.0,,,,,,,5.6,N1,21.0,,,,,21.0,,,,,,,
06005402,25,6,5402,3.8,1.75,,,,2.5,3.75,,,,11.8,,,,8.0,,,,,,,,
06005403,25,6,5403,7.8,7.75,,,,,,,6.0,N1,21.55,,,,,21.55,,,,,,,
06005404,25,6,5404,,7.5,,,,9.25,9.5,,,,26.25,,,,26.25,,,,,,,,
06005405,25,6,5405,,7.0,,,,8.75,9.25,,,,25.0,,,,25.0,,,,,,,,
06005406,25,6,5406,,7.25,,,,8.5,8.25,,,,24.0,,,,24.0,,,,,,,,
06005407,25,6,5407,,5.0,,,,,,7.5,,,12.5,,,,,,,,,,,,
06005408,25,6,5408,6.6,,6.0,5.25,,,,,,,17.85,17.85,,,,,,,,,,,
06005409,25,6,5409,,7.5,,,,9.5,9.5,,,,26.5,,,,26.5,,,,,,,,
06005410,25,6,5410,8.2,,5.75,4.25,,,,,8.6,N1,26.8,18.2,22.55,,,,,,,,21.05,,
06005411,25,6,5411,,5.0,,,,6.0,7.5,,,,18.5,,,,18.5,,,,,,,,
06005412,25,6,5412,,3.75,,,,3.75,5.0,,,,12.5,,,,12.5,,,,,,,,
06005413,25,6,5413,,6.25,,,,5.5,7.75,,,,19.5,,,,19.5,,,,,,,,
06005414,25,6,5414,7.4,8.0,,,,9.25,7.5,,5.6,N1,37.75,,,,24.75,21.0,,,,,,,
06005416,25,6,5416,2.2,4.75,,,,4.75,6.0,,,,17.7,,,,15.5,,,,,,,,
06005417,25,6,5417,5.8,,,2.75,5.75,,,,,,14.3,,,14.3,,,,,,,,,
06005418,25,6,5418,,4.0,,,,3.25,4.0,,,,11.25,,,,11.25,,,,,,,,
06005419,25,6,5419,,1.25,,,,,,,,,1.25,,,,,,,,,,,,
06005420,25,6,5420,,5.75,,,,5.0,8.0,,,,18.75,,,,18.75,,,,,,,,
06005421,25,6,5421,8.2,,7.25,,,,,,6.6,N1,22.05,,22.05,,,,,,,,,,
06005422,25,6,5422,,6.25,,,,9.25,10.0,,,,25.5,,,,25.5,,,,,,,,
06005423,25,6,5423,2.8,3.0,,,,5.0,,,,,10.8,,,,,,,,,,,,
06005424,25,6,5424,7.4,7.0,,,,,,,5.6,N1,20.0,,,,,20.0,,,,,,,
06005425,25,6,5425,,7.0,,,,7.75,9.25,8.5,,,32.5,,,,24.0,,,8.5,,,,,
06005426,25,6,5426,7.4,,5.5,,,,,,4.8,N1,17.7,,17.7,,,,,,,,,,
06005427,25,6,5427,3.2,4.25,,,,4.75,6.0,,,,18.2,,,,15.0,,,,,,,,
06005428,25,6,5428,,4.25,,,,4.75,5.75,,,,14.75,,,,14.75,,,,,,,,
06005429,25,6,5429,6.4,,5.5,,,,,,6.2,N1,18.1,,18.1,,,,,,,,,,
06005430,25,6,5430,,6.25,,,,7.75,8.25,,,,22.25,,,,22.25,,,,,,,,
06005431,25,6,5431,,5.25,,,,4.75,6.25,,,,16.25,,,,16.25,,,,,,,,
06005432,25,6,5432,4.2,,5.25,4.0,,,,,,,13.45,13.45,,,,,,,,,,,
06005433,25,6,5433,,3.0,,,,3.5,1.75,,,,8.25,,,,8.25,,,,,,,,
06005434,25,6,5434,,3.25,,,,4.75,6.0,,,,14.0,,,,14.0,,,,,,,,
06005435,25,6,5435,,7.25,,,,,7.25,9.25,,,23.75,,,,,,,,,,,,
06005437,25,6,5437,8.0,,6.5,5.75,,,,,,,20.25,20.25,,,,,,,,,,,
06005438,25,6,5438,8.0,8.0,,,,6.75,8.25,,,,31.0,,,,23.0,,,,,,,,
06005439,25,6,5439,7.6,6.25,,,,9.75,8.25,9.75,,,41.6,,,,24.25,,,9.25,,,,,
06005440,25,6,5440,2.2,2.75,,,,4.5,5.0,6.75,2.4,N1,23.6,,,,12.25,7.35,,5.42,,,,,23.6
06005441,25,6,5441,2.8,3.25,,,,3.0,,,2.4,N1,11.45,,,,,8.45,,,,,,,
06005442,25,6,5442,,4.5,,,,8.25,8.5,,,,21.25,,,,21.25,,,,,,,,
06005443,25,6,5443,,7.0,,,,9.25,9.75,,,,26.0,,,,26.0,,,,,,,,
06005444,25,6,5444,8.8,7.5,3.5,4.25,,,,,5.6,N1,29.65,16.55,17.9,,,21.9,,,,19.8,18.65,,
06005445,25,6,5445,6.2,6.25,,,,,8.5,8.75,7.0,N1,36.7,,,,,19.45,,,,,,,
06005446,25,6,5446,7.6,7.25,,,,8.5,,,4.0,N1,27.35,,,,,18.85,,,,,,,
06005447,25,6,5447,,7.75,,,,8.5,8.5,,,,24.75,,,,24.75,,,,,,,,
06005448,25,6,5448,2.6,3.5,,,,3.0,4.5,,,,13.6,,,,11.0,,,,,,,,
06005449,25,6,5449,,7.25,,,,8.25,8.25,,,,23.75,,,,23.75,,,,,,,,
06005450,25,6,5450,,3.75,,,,5.0,3.25,,,,12.0,,,,12.0,,,,,,,,
06005451,25,6,5451,,4.25,,,,4.5,7.75,,,,16.5,,,,16.5,,,,,,,,
06005452,25,6,5452,,4.75,,,,7.0,7.25,,,,19.0,,,,19.0,,,,,,,,
06005453,25,6,5453,,5.0,,,,3.5,4.25,,,,12.75,,,,12.75,,,,,,,,
06005455,25,6,5455,,6.25,,,,5.5,7.0,,,,18.75,,,,18.75,,,,,,,,
06005456,25,6,5456,,4.25,,,,4.25,5.75,,,,14.25,,,,14.25,,,,,,,,
06005457,25,6,5457,,2.5,,,,2.25,4.5,,,,9.25,,,,9.25,,,,,,,,
06005458,25,6,5458,2.6,3.0,,,,4.25,5.75,5.25,2.8,N1,23.65,,,,13.0,8.4,,5.08,,,,,23.65
06005459,25,6,5459,,3.5,,,,6.0,8.25,,,,17.75,,,,17.75,,,,,,,,
06005460,25,6,5460,7.4,,6.25,7.0,,,,,,,20.65,20.65,,,,,,,,,,,
06005461,25,6,5461,2.6,,,,,,,,1.4,N1,4.0,,,,,,,,,,,,
06005462,25,6,5462,8.0,,6.25,4.75,,,,,5.6,N1,24.6,19.0,19.85,,,,,,,,18.35,,
06005463,25,6,5463,5.4,,,4.0,4.75,,,,,,14.15,,,14.15,,,,,,,,,
06005464,25,6,5464,,6.0,,,,7.5,8.75,,,,22.25,,,,22.25,,,,,,,,
06005465,25,6,5465,,4.0,,,,3.5,4.75,,,,12.25,,,,12.25,,,,,,,,
06005466,25,6,5466,,7.5,,,,7.0,7.75,,,,22.25,,,,22.25,,,,,,,,
06005467,25,6,5467,7.6,,7.0,7.25,,,,,,,21.85,21.85,,,,,,,,,,,
07004242,25,7,4242,,5.25,,,,7.75,8.25,,,,21.25,,,,21.25,,,,,,,,
07004243,25,7,4243,8.2,,8.5,8.0,7.75,,,,,,32.45,24.7,,23.95,,,8.08,,24.45,,,,
07004244,25,7,4244,8.6,,7.0,7.5,,,,,,,23.1,23.1,,,,,,,,,,,
07004245,25,7,4245,,8.0,,,,9.75,10.0,,,,27.75,,,,27.75,,,,,,,,
07004246,25,7,4246,,9.5,,,,9.75,9.25,8.25,,,36.75,,,,28.5,,,9.08,,,,,
07004247,25,7,4247,,6.0,,,,5.5,6.5,,,,18.0,,,,18.0,,,,,,,,
07004248,25,7,4248,,7.5,,,,9.75,10.0,,,,27.25,,,,27.25,,,,,,,,
07004249,25,7,4249,7.8,,3.75,5.75,,,,,,,17.3,17.3,,,,,,,,,,,
07004250,25,7,4250,,6.75,,,,6.25,7.5,,,,20.5,,,,20.5,,,,,,,,
07004251,25,7,4251,,5.75,,,,8.0,7.5,,,,21.25,,,,21.25,,,,,,,,
07004252,25,7,4252,,6.0,,,,4.0,7.0,,,,17.0,,,,17.0,,,,,,,,
07004254,25,7,4254,,4.5,,,,4.75,5.0,,,,14.25,,,,14.25,,,,,,,,
07004255,25,7,4255,6.8,,,3.75,5.5,,,,,,16.05,,,16.05,,,,,,,,,
07004256,25,7,4256,,6.0,,,,7.5,7.75,,,,21.25,,,,21.25,,,,,,,,
07004257,25,7,4257,,6.5,,,,6.0,7.0,,,,19.5,,,,19.5,,,,,,,,
07004258,25,7,4258,,6.75,,,,7.5,7.75,,,,22.0,,,,22.0,,,,,,,,
07004259,25,7,4259,,8.25,,,,7.75,7.5,,,,23.5,,,,23.5,,,,,,,,
07004260,25,7,4260,8.0,,7.75,7.5,,,,,,,23.25,23.25,,,,,,,,,,,
07004262,25,7,4262,,8.25,,,,9.25,8.0,,,,25.5,,,,25.5,,,,,,,,
07004263,25,7,4263,,6.5,,,,6.0,7.0,,,,19.5,,,,19.5,,,,,,,,
07004264,25,7,4264,,5.0,,,,3.0,6.25,,,,14.25,,,,14.25,,,,,,,,
07004265,25,7,4265,8.4,,7.25,8.75,,,,,,,24.4,24.4,,,,,,,,,,,
07004266,25,7,4266,,7.0,,,,8.0,7.75,,,,22.75,,,,22.75,,,,,,,,
